species,month,pounds_caught,year
rock unspecified crab,july,54469,2004
sand crab,july,0,2004
spider crab,july,5644,2004
yellow rock crab,july,0,2004
unspecified crustacean,july,0,2004
california spiny lobster,july,0,2004
ridgeback prawn,july,0,2004
spot prawn,july,3272,2004
mantis shrimp,july,0,2004
unspecified shrimp,july,0,2004
echinoderms,july,NA,2004
giant red sea cucumber,july,42202,2004
warty sea cucumber,july,23529,2004
sea stars,july,0,2004
purple sea urchin,july,15,2004
red sea urchin,july,415778,2004
mollusks,july,NA,2004
unspecified clam,july,0,2004
mussel,july,0,2004
unspecified octopus,july,1,2004
sea snail,july,182,2004
top snail,july,0,2004
moon snails,july,0,2004
jumbo squid,july,0,2004
market squid,july,1116514,2004
kellet's whelk,july,2049,2004
dolphin (fish),july,0,2004
escolar,july,0,2004
unspecified jacks,july,0,2004
opah,july,0,2004
pacific pomfret,july,0,2004
bigeye thresher shark,july,0,2004
shortfin mako shark,july,0,2004
swordfish,july,0,2004
albacore tuna,july,0,2004
bigeye tuna,july,0,2004
skipjack tuna,july,0,2004
yellowfin tuna,july,0,2004
yellowtail,july,0,2004
mollusks,july,NA,2004
jumbo squid,july,0,2004
albacore tuna,july,0,2004
northern anchovy,august,288089,2004
california barracuda,august,411,2004
giant sea bass,august,250,2004
blacksmith,august,0,2004
pacific bonito,august,811,2004
butterfish (pacific pompano),august,86,2004
cabezon,august,2911,2004
unspecifed croaker,august,0,2004
white croaker,august,0,2004
california moray eel,august,0,2004
escolar,august,0,2004
unspecified fish,august,0,2004
unspecified flounder,august,3,2004
flyingfish,august,0,2004
kelp greenling,august,0,2004
shovelnose guitarfish,august,22,2004
halfmoon,august,0,2004
california halibut,august,12126,2004
unspecified halibut,august,16,2004
lingcod,august,638,2004
california lizardfish,august,0,2004
louvar,august,0,2004
pacific mackerel,august,2,2004
jack mackerel,august,0,2004
unspecified mackerel,august,0,2004
opah,august,110,2004
opaleye,august,30,2004
pacific pomfret,august,0,2004
pacific electric ray,august,120,2004
bat ray,august,197,2004
unspecified ray,august,0,2004
mexican rockfish,august,0,2004
aurora rockfish,august,8,2004
bank rockfish,august,0,2004
black-and-yellow rockfish,august,45,2004
black rockfish,august,0,2004
blackgill rockfish,august,1489,2004
blue rockfish,august,20,2004
bocaccio rockfish,august,202,2004
brown rockfish,august,49,2004
chilipepper rockfish,august,21,2004
copper (whitebelly) rockfish,august,0,2004
copper rockfish,august,241,2004
flag rockfish,august,4,2004
gopher rockfish,august,41,2004
grass rockfish,august,605,2004
greenspotted rockfish,august,2,2004
group bolina rockfish,august,0,2004
group gopher rockfish,august,0,2004
group red rockfish,august,167,2004
group shelf rockfish,august,0,2004
group slope rockfish,august,0,2004
group small rockfish,august,0,2004
kelp rockfish,august,4,2004
olive rockfish,august,3,2004
redbanded rockfish,august,0,2004
rosy rockfish,august,85,2004
speckled rockfish,august,0,2004
splitnose rockfish,august,0,2004
starry rockfish,august,7,2004
treefish rockfish,august,20,2004
unspecified rockfish,august,0,2004
vermilion rockfish,august,436,2004
widow rockfish,august,0,2004
yellowtail rockfish,august,11,2004
sablefish,august,2976,2004
chinook salmon,august,1276,2004
salmon,august,1372,2004
pacific sanddab,august,0,2004
sanddab,august,751,2004
pacific sardine,august,2447196,2004
sargo,august,0,2004
california scorpionfish,august,59,2004
white seabass,august,21047,2004
pacific angel shark,august,856,2004
basking shark,august,0,2004
brown smoothhound shark,august,115,2004
leopard shark,august,323,2004
shortfin mako shark,august,466,2004
soupfin shark,august,1653,2004
spiny dogfish shark,august,0,2004
swell shark,august,0,2004
thresher shark,august,1866,2004
unspecified shark,august,0,2004
california sheephead,august,7399,2004
unspecified skate,august,54,2004
dover sole,august,0,2004
english sole,august,157,2004
petrale sole,august,0,2004
rex sole,august,0,2004
rock sole,august,0,2004
unspecified sole,august,67,2004
barred surfperch,august,671,2004
black surfperch,august,22,2004
rubberlip surfperch,august,0,2004
unspecified surfperch,august,221,2004
swordfish,august,1075,2004
longspine thornyhead,august,974,2004
shortspine thornyhead,august,2220,2004
thornyheads,august,0,2004
albacore tuna,august,27,2004
bluefin tuna,august,0,2004
skipjack tuna,august,0,2004
yellowfin tuna,august,0,2004
ocean whitefish,august,278,2004
pacific whiting,august,2,2004
rock wrasse,august,0,2004
yellowtail,august,1128,2004
crustaceans,august,NA,2004
dungeness crab,august,0,2004
box crab,august,165,2004
claws crab,august,352,2004
king crab,august,0,2004
red rock crab,august,0,2004
rock unspecified crab,august,52639,2004
sand crab,august,0,2004
spider crab,august,4800,2004
yellow rock crab,august,0,2004
unspecified crustacean,august,9,2004
california spiny lobster,august,0,2004
ridgeback prawn,august,5,2004
spot prawn,august,4679,2004
mantis shrimp,august,0,2004
unspecified shrimp,august,0,2004
echinoderms,august,NA,2004
giant red sea cucumber,august,37013,2004
warty sea cucumber,august,6954,2004
sea stars,august,0,2004
purple sea urchin,august,60,2004
red sea urchin,august,848649,2004
mollusks,august,NA,2004
unspecified clam,august,0,2004
mussel,august,0,2004
unspecified octopus,august,53,2004
sea snail,august,0,2004
top snail,august,0,2004
moon snails,august,0,2004
jumbo squid,august,0,2004
market squid,august,0,2004
kellet's whelk,august,1436,2004
dolphin (fish),august,0,2004
escolar,august,0,2004
unspecified jacks,august,0,2004
opah,august,0,2004
pacific pomfret,august,0,2004
bigeye thresher shark,august,0,2004
shortfin mako shark,august,0,2004
swordfish,august,0,2004
albacore tuna,august,0,2004
bigeye tuna,august,0,2004
skipjack tuna,august,0,2004
yellowfin tuna,august,0,2004
yellowtail,august,0,2004
mollusks,august,NA,2004
jumbo squid,august,0,2004
albacore tuna,august,0,2004
northern anchovy,september,987176,2004
california barracuda,september,107,2004
giant sea bass,september,127,2004
blacksmith,september,0,2004
pacific bonito,september,379,2004
butterfish (pacific pompano),september,188,2004
cabezon,september,246,2004
unspecifed croaker,september,0,2004
white croaker,september,0,2004
california moray eel,september,0,2004
escolar,september,0,2004
unspecified fish,september,0,2004
unspecified flounder,september,41,2004
flyingfish,september,0,2004
kelp greenling,september,0,2004
shovelnose guitarfish,september,1137,2004
halfmoon,september,1,2004
california halibut,september,11059,2004
unspecified halibut,september,0,2004
lingcod,september,354,2004
california lizardfish,september,0,2004
louvar,september,0,2004
pacific mackerel,september,50530,2004
jack mackerel,september,0,2004
unspecified mackerel,september,0,2004
opah,september,0,2004
opaleye,september,24,2004
pacific pomfret,september,0,2004
pacific electric ray,september,80,2004
bat ray,september,0,2004
unspecified ray,september,0,2004
mexican rockfish,september,0,2004
aurora rockfish,september,20,2004
bank rockfish,september,0,2004
black-and-yellow rockfish,september,0,2004
black rockfish,september,0,2004
blackgill rockfish,september,516,2004
blue rockfish,september,33,2004
bocaccio rockfish,september,52,2004
brown rockfish,september,11,2004
chilipepper rockfish,september,0,2004
copper (whitebelly) rockfish,september,0,2004
copper rockfish,september,478,2004
flag rockfish,september,0,2004
gopher rockfish,september,150,2004
grass rockfish,september,173,2004
greenspotted rockfish,september,6,2004
group bolina rockfish,september,0,2004
group gopher rockfish,september,0,2004
group red rockfish,september,144,2004
group shelf rockfish,september,0,2004
group slope rockfish,september,38,2004
group small rockfish,september,0,2004
kelp rockfish,september,21,2004
olive rockfish,september,0,2004
redbanded rockfish,september,0,2004
rosy rockfish,september,0,2004
speckled rockfish,september,0,2004
splitnose rockfish,september,1,2004
starry rockfish,september,9,2004
treefish rockfish,september,18,2004
unspecified rockfish,september,10,2004
vermilion rockfish,september,167,2004
widow rockfish,september,0,2004
yellowtail rockfish,september,1,2004
sablefish,september,4727,2004
chinook salmon,september,0,2004
salmon,september,0,2004
pacific sanddab,september,0,2004
sanddab,september,553,2004
pacific sardine,september,1776111,2004
sargo,september,0,2004
california scorpionfish,september,69,2004
white seabass,september,4164,2004
pacific angel shark,september,979,2004
basking shark,september,77,2004
brown smoothhound shark,september,212,2004
leopard shark,september,157,2004
shortfin mako shark,september,846,2004
soupfin shark,september,536,2004
spiny dogfish shark,september,0,2004
swell shark,september,0,2004
thresher shark,september,5133,2004
unspecified shark,september,0,2004
california sheephead,september,4523,2004
unspecified skate,september,64,2004
dover sole,september,0,2004
english sole,september,70,2004
petrale sole,september,32,2004
rex sole,september,0,2004
rock sole,september,0,2004
unspecified sole,september,165,2004
barred surfperch,september,471,2004
black surfperch,september,15,2004
rubberlip surfperch,september,0,2004
unspecified surfperch,september,15,2004
swordfish,september,0,2004
longspine thornyhead,september,682,2004
shortspine thornyhead,september,1773,2004
thornyheads,september,1,2004
albacore tuna,september,2286,2004
bluefin tuna,september,39,2004
skipjack tuna,september,0,2004
yellowfin tuna,september,22,2004
ocean whitefish,september,103,2004
pacific whiting,september,0,2004
rock wrasse,september,0,2004
yellowtail,september,85,2004
crustaceans,september,NA,2004
dungeness crab,september,0,2004
box crab,september,0,2004
claws crab,september,46,2004
king crab,september,3,2004
red rock crab,september,0,2004
rock unspecified crab,september,41366,2004
sand crab,september,0,2004
spider crab,september,2431,2004
yellow rock crab,september,0,2004
unspecified crustacean,september,0,2004
california spiny lobster,september,0,2004
ridgeback prawn,september,41,2004
spot prawn,september,2481,2004
mantis shrimp,september,0,2004
unspecified shrimp,september,0,2004
echinoderms,september,NA,2004
giant red sea cucumber,september,27955,2004
warty sea cucumber,september,540,2004
sea stars,september,0,2004
purple sea urchin,september,1,2004
red sea urchin,september,737179,2004
mollusks,september,NA,2004
unspecified clam,september,0,2004
mussel,september,0,2004
unspecified octopus,september,1,2004
sea snail,september,0,2004
top snail,september,3,2004
moon snails,september,0,2004
jumbo squid,september,0,2004
market squid,september,307,2004
kellet's whelk,september,872,2004
dolphin (fish),september,0,2004
escolar,september,0,2004
unspecified jacks,september,0,2004
opah,september,0,2004
pacific pomfret,september,0,2004
bigeye thresher shark,september,0,2004
shortfin mako shark,september,0,2004
swordfish,september,0,2004
albacore tuna,september,0,2004
bigeye tuna,september,0,2004
skipjack tuna,september,0,2004
yellowfin tuna,september,0,2004
yellowtail,september,0,2004
mollusks,september,NA,2004
jumbo squid,september,0,2004
albacore tuna,september,0,2004
northern anchovy,october,1188419,2004
california barracuda,october,0,2004
giant sea bass,october,0,2004
blacksmith,october,0,2004
pacific bonito,october,0,2004
butterfish (pacific pompano),october,60,2004
cabezon,october,0,2004
unspecifed croaker,october,0,2004
white croaker,october,2044,2004
california moray eel,october,1083,2004
escolar,october,0,2004
unspecified fish,october,0,2004
unspecified flounder,october,6,2004
flyingfish,october,0,2004
kelp greenling,october,0,2004
shovelnose guitarfish,october,668,2004
halfmoon,october,0,2004
california halibut,october,14460,2004
unspecified halibut,october,0,2004
lingcod,october,288,2004
california lizardfish,october,0,2004
louvar,october,0,2004
pacific mackerel,october,98001,2004
jack mackerel,october,0,2004
unspecified mackerel,october,11,2004
opah,october,0,2004
opaleye,october,15,2004
pacific pomfret,october,0,2004
pacific electric ray,october,0,2004
bat ray,october,0,2004
unspecified ray,october,0,2004
mexican rockfish,october,0,2004
aurora rockfish,october,10,2004
bank rockfish,october,0,2004
black-and-yellow rockfish,october,0,2004
black rockfish,october,0,2004
blackgill rockfish,october,5035,2004
blue rockfish,october,88,2004
bocaccio rockfish,october,138,2004
brown rockfish,october,75,2004
chilipepper rockfish,october,8,2004
copper (whitebelly) rockfish,october,0,2004
copper rockfish,october,179,2004
flag rockfish,october,0,2004
gopher rockfish,october,16,2004
grass rockfish,october,361,2004
greenspotted rockfish,october,10,2004
group bolina rockfish,october,7,2004
group gopher rockfish,october,0,2004
group red rockfish,october,89,2004
group shelf rockfish,october,0,2004
group slope rockfish,october,0,2004
group small rockfish,october,0,2004
kelp rockfish,october,0,2004
olive rockfish,october,7,2004
redbanded rockfish,october,0,2004
rosy rockfish,october,0,2004
speckled rockfish,october,2,2004
splitnose rockfish,october,0,2004
starry rockfish,october,8,2004
treefish rockfish,october,13,2004
unspecified rockfish,october,133,2004
vermilion rockfish,october,632,2004
widow rockfish,october,0,2004
yellowtail rockfish,october,24,2004
sablefish,october,3665,2004
chinook salmon,october,0,2004
salmon,october,0,2004
pacific sanddab,october,0,2004
sanddab,october,112,2004
pacific sardine,october,1488934,2004
sargo,october,0,2004
california scorpionfish,october,404,2004
white seabass,october,4346,2004
pacific angel shark,october,1082,2004
basking shark,october,0,2004
brown smoothhound shark,october,5,2004
leopard shark,october,200,2004
shortfin mako shark,october,233,2004
soupfin shark,october,90,2004
spiny dogfish shark,october,0,2004
swell shark,october,0,2004
thresher shark,october,1729,2004
unspecified shark,october,42,2004
california sheephead,october,33,2004
unspecified skate,october,40,2004
dover sole,october,76,2004
english sole,october,30,2004
petrale sole,october,0,2004
rex sole,october,38,2004
rock sole,october,0,2004
unspecified sole,october,979,2004
barred surfperch,october,2092,2004
black surfperch,october,0,2004
rubberlip surfperch,october,0,2004
unspecified surfperch,october,334,2004
swordfish,october,0,2004
longspine thornyhead,october,784,2004
shortspine thornyhead,october,3844,2004
thornyheads,october,142,2004
albacore tuna,october,1675,2004
bluefin tuna,october,0,2004
skipjack tuna,october,0,2004
yellowfin tuna,october,61,2004
ocean whitefish,october,429,2004
pacific whiting,october,2,2004
rock wrasse,october,0,2004
yellowtail,october,413,2004
crustaceans,october,NA,2004
dungeness crab,october,0,2004
box crab,october,27,2004
claws crab,october,0,2004
king crab,october,10,2004
red rock crab,october,0,2004
rock unspecified crab,october,32005,2004
sand crab,october,0,2004
spider crab,october,1425,2004
yellow rock crab,october,0,2004
unspecified crustacean,october,0,2004
california spiny lobster,october,198247,2004
ridgeback prawn,october,6875,2004
spot prawn,october,3200,2004
mantis shrimp,october,0,2004
unspecified shrimp,october,0,2004
echinoderms,october,NA,2004
giant red sea cucumber,october,11676,2004
warty sea cucumber,october,620,2004
sea stars,october,0,2004
purple sea urchin,october,0,2004
red sea urchin,october,692842,2004
mollusks,october,NA,2004
unspecified clam,october,0,2004
mussel,october,0,2004
unspecified octopus,october,2,2004
sea snail,october,0,2004
top snail,october,0,2004
moon snails,october,0,2004
jumbo squid,october,0,2004
market squid,october,8,2004
kellet's whelk,october,1642,2004
dolphin (fish),october,0,2004
escolar,october,0,2004
unspecified jacks,october,5,2004
opah,october,0,2004
pacific pomfret,october,0,2004
bigeye thresher shark,october,0,2004
shortfin mako shark,october,0,2004
swordfish,october,0,2004
albacore tuna,october,492,2004
bigeye tuna,october,0,2004
skipjack tuna,october,0,2004
yellowfin tuna,october,0,2004
yellowtail,october,0,2004
mollusks,october,NA,2004
jumbo squid,october,148,2004
albacore tuna,october,101,2004
northern anchovy,november,11980,2004
